,Resident_ID,Household_ID,CE_ID,First_Name,Middle_Name,Last_Name,Country_Of_Birth,Country_Of_Birth_UK,Sex,Marital_Status,Marital_Status_CCS,Residence_Type,Ethnic Group (five category),Ethnicity: Tick Box,Alternative_Address_Type,Alternative_Address_Indicator,Alternative_Address,Alternative_Address_Postcode,Alternative_Address_Country,Alternative_Address_OA,Alternative_Address_UPRN,1_Year_Ago_Address_Type,1_Year_Ago_Address,1_Year_Ago_Address_Postcode,1_Year_Ago_Address_Country,1_Year_Ago_Address_OA,1_Year_Ago_Address_UPRN,Workplace_Type,Workplace_Address,Workplace_Address_Postcode,Workplace_Address_Country,Workplace_Address_UPRN,Activity Last Week,In_Full_Time_Education,Is_HH_Term_Time_Address,Armed Forces Indicator,SIC,SOC,Census Return Method,Resident_Day_Of_Birth,Resident_Month_Of_Birth,Resident_Year_Of_Birth,Resident_Age,full_DOB,Household_IDhouse,Household_Address,Household_Address_Postcode,Household_OA,Household_UPRN,Accomodation_Type,Number_Of_Usual_Residents,Ownership_Type,From_Dummy,Any_Relationships_CCS
10,9526890247694286121,1.9647669769908904e+16,,Joshua,-9,Smart,862,2,-9,4,-7,1,1,15,00111000,2,"5 Patel walks, Woodville",DY4 9ZT,328,E00164568,950384363434,1,"Flat 56D
Fletcher inlet, Carlyshire",BT50 9ZR,275,E00165341,561100891573,4,"Studio 09
Tom loaf, East Joe",E0 0LG,926,124672594992,4,2,-9,3,600,2142,4,31,1,1950,69,31011950,,,,,,,,,,
11,7719642138994209604,1.9647669769908904e+16,,Holly,Debra,Smart,308,1,-7,17,2,1,1,13,00110110,3,"Flat 9
Hughes harbor, Campbellton",AL2 4RS,580,E00135738,449540881993,3,"Flat 71v
Hazel trail, Lake Sarahhaven",KW1 3QX,604,E00037098,606860218144,2,"Studio 2
David ports, Clarkeberg",CW54 0JA,324,731950243582,6,2,-9,3,2670,7111,1,11,1,1947,72,11011947,,,,,,,,,,
12,3646311965790224311,1.9647669769908904e+16,,Chloe,-9,Harris,524,-7,-7,13,9,1,5,15,00110010,2,"7 Lesley plains, North Ronaldburgh",L0A 2EH,336,E00119872,266486458768,4,"404 Bishop avenue, Valerieberg",PE76 1PG,901,E00152507,972442619468,-9,"Studio 50i
Brenda station, Lake Elliotstad",LA7 2GW,624,767589450881,6,-9,-7,2,6600,8231,1,4,10,1939,80,04101939,,,,,,,,,,
13,7926424750558632609,1.9647669769908904e+16,,Angela,Joseph,Clark,191,-7,2,4,7,1,1,17,00101111,-9,"Studio 08
Lewis mount, Hillbury",B53 1SY,652,E00164388,816727364232,-9,"Flat 5
Rachael stream, New Rachaelfort",N69 0SY,554,E00142052,825746940063,2,"467 Lynn valleys, Lake Philipview",GU2 3AD,983,857987636625,7,2,3,-8,2400,9273,3,7,9,1917,102,07091917,,,,,,,,,,
14,3506129550120306036,1.9647669769908904e+16,,Bethany,-9,Welch,233,2,2,6,5,1,-9,6,01111100,-7,"755 Jones center, East Helenhaven",SP09 4EP,76,E00119902,643256374783,-7,"84 Phillips park, Parkeshaven",L37 5NS,372,E00165621,841301014309,-7,"6 Harper harbor, East Simon",L2D 6FJ,484,6343579654,5,-7,-7,-8,4530,6240,2,29,12,1949,70,29121949,,,,,,,,,,
15,3023807416813788025,1.2640525060097364e+16,,Debra,-9,Williams,184,1,-7,9,9,1,-9,5,10010010,-7,"Flat 91G
Pearson road, Naomihaven",N7A 9LY,178,E00037402,417729190564,3,"Studio 25j
Lucy roads, South Patriciaport",CR8Y 7JZ,654,E00142073,370770979513,4,"Studio 16Y
Helen road, Thomsonberg",N3J 0WZ,275,463134588274,4,1,-7,1,8551,6222,1,23,12,1933,86,23121933,,,,,,,,,,
16,9779909508126864773,1.2640525060097364e+16,,Glen,-9,Williams,642,1,1,6,2,1,5,4,00100111,2,"Studio 13p
Martin squares, Port Elizabethton",W8 2DW,268,E00152630,179612530880,3,"1 Kimberley spring, Lake Stewart",N88 3EF,902,E00135583,632700038683,-9,"16 Price park, Lake Denise",M92 5ZN,320,217819329568,1,2,1,3,8810,8121,1,17,2,1910,109,17021910,,,,,,,,,,
17,8218536981173695648,1.2640525060097364e+16,,Stewart,-9,Williams,0,-7,-9,1,7,1,1,13,10111010,-9,"Studio 52
Shaun mission, East Mariefurt",KY0 3AY,400,E00164106,852714959642,4,"Studio 61M
Morley mills, Lake Cameronton",SO03 6QQ,260,E00165442,806705387446,-7,"Studio 67
Grace pine, Damianchester",E6 6EY,376,937687158144,3,1,3,-8,1060,5412,4,11,8,1944,75,11081944,,,,,,,,,,
18,1264710724366767825,1.2640525060097364e+16,,Anthony,-9,Williamson,984,2,-7,5,4,1,3,8,10000110,-7,"302 Tyler drive, East Bethanyburgh",E0E 2YN,316,E00135621,20585489939,1,"Flat 34Q
Archer parkway, Williamsborough",B0A 0YX,344,E00037343,761946100998,2,"Flat 93
White tunnel, Smithchester",IV8R 0TN,158,638506846386,5,-9,-9,3,2750,7112,3,16,1,1922,97,16011922,,,,,,,,,,
19,7482692645885853993,1.2640525060097364e+16,,Megan,-9,Matthews,158,-9,2,2,2,1,1,17,00011100,3,"Flat 73I
Karl ferry, Lake Rita",G4D 4GN,174,E00141212,331483177363,1,"Studio 95
Jackson harbors, Lucyborough",L9H 9BH,992,E00173919,48422798459,1,"627 Coleman motorway, South Jacquelineview",DT3 8NE,156,700622035522,7,1,1,3,3030,5432,4,19,1,1955,64,19011955,,,,,,,,,,
20,2700454721627128093,8.77941852170305e+16,,Brandon,Julia,Pope,748,-7,1,1,5,1,1,18,00010001,-9,"387 Janet unions, Catherinemouth",ZE6W 0UA,108,E00153399,418856259659,4,"485 Edwards isle, Lake Kathryn",G8 2UG,530,E00135514,647939482105,4,"Studio 57D
Evans extensions, Lawrencefurt",L6G 6RQ,158,681047077731,-9,1,2,2,1510,8234,1,7,8,1914,105,07081914,,,,,,,,,,
21,3212365778290009280,8.77941852170305e+16,,Nicole,-9,Pope,903,2,1,12,6,1,3,1,01110010,-7,"Studio 59
Kimberley flats, West Jemmachester",UB1R 8SB,268,E00152506,709635153062,2,"69 Hunt isle, New Kathrynberg",BT31 2DW,368,E00165496,77920311528,1,"772 Abbie gardens, Mariaville",W87 2DZ,288,338411762855,4,-9,1,-8,8890,3536,4,7,8,2004,15,07082004,,,,,,,,,,
22,3511027903233473256,8.77941852170305e+16,,Jennifer,Donna,Bond,334,-7,1,-7,5,1,5,8,00001001,-9,"6 Suzanne walks, East Judithhaven",W9H 0RH,530,E00119948,198763169017,5,"Studio 87L
Nixon ferry, Patrickfurt",SW63 2DE,308,E00120029,540368067420,1,"Studio 46H
Roberts hollow, North Kathleenland",L3 1SZ,989,448171080147,5,-7,1,2,2340,5223,4,17,9,2013,6,17092013,,,,,,,,,,
23,7111254454991365183,8.77941852170305e+16,,Pamela,Adrian,Owens,913,-7,1,9,3,1,1,12,01100111,1,"Flat 7
Humphries mission, Lake Kenneth",L72 1AB,562,E00119902,144092801172,3,"099 Anne vista, Pughville",M0 5EH,332,E00153398,535574905748,1,"895 Phillip skyway, South Roybury",HA1 4HH,380,695669368396,3,2,3,1,4950,5221,1,21,8,1993,26,21081993,,,,,,,,,,
24,9420291938701696218,8.77941852170305e+16,,Stephen,-9,Owens,951,2,-7,8,7,1,4,15,10101000,3,"55 Henry lock, West Natalie",SO9W 2XX,660,E00119869,867300992787,5,"5 Gibbs bypass, West Nicolaport",S4 3AH,368,E00037300,309248663017,-9,"474 Gillian mount, Katiebury",PE8X 1HN,408,647842026084,7,2,-7,-8,2390,3565,4,14,7,1926,93,14071926,,,,,,,,,,
25,9604043428379064052,3.050594759982183e+16,,Laura,-9,Cole,266,2,-7,6,5,1,3,15,11010010,-7,"Flat 34
Norris divide, North Gordonshire",RG70 9DX,31,E00135562,502126523583,1,"6 Sian burgs, Hillfort",G43 2DB,804,E00153621,721000167049,2,"Flat 61
Karen heights, Lake Emmaville",W09 7BY,903,861009905968,4,-7,-9,-8,8120,2121,3,3,3,1948,71,03031948,,,,,,,,,,
26,7219850025434024609,3.050594759982183e+16,,Bethany,Eileen,Smith,484,-9,-7,16,-9,1,2,9,00100101,1,"Studio 86m
Gerald manor, Hussainmouth",LD20 3LS,246,E00141236,63548952306,3,"Studio 34
Barker knolls, New Jeffreyhaven",W7 8EX,60,E00037156,160763575623,2,"Studio 32I
Marcus divide, Powellmouth",EH7B 3XN,991,620245039395,2,2,2,1,6020,4216,2,6,7,1974,45,06071974,,,,,,,,,,
27,9419361643014069996,3.050594759982183e+16,,Ruth,Jennifer,Smith,232,-7,-9,13,3,1,4,9,00111111,3,"Studio 19
Norman fords, East Kirstyburgh",W02 1UA,430,E00135663,937955115425,4,"405 Williams park, Nixonmouth",SL6 9WY,191,E00119956,628703172393,3,"0 Holland path, West Nicola",G06 2RN,392,773062725840,4,1,-7,3,140,7125,1,1,11,1938,81,01111938,,,,,,,,,,
28,6593112704041496910,3.050594759982183e+16,,Wendy,Josh,Hall,760,2,-9,6,9,1,5,8,00011010,1,"56 Kelly club, Walkerchester",E82 6JJ,392,E00037338,458476939238,2,"Studio 40
Danielle forges, North Edward",G4K 3ZQ,466,E00119807,596083533662,3,"534 Georgina way, West Ruthmouth",G12 6SE,991,911703562814,2,-7,-7,3,8551,4113,1,11,12,2018,1,11122018,,,,,,,,,,
29,9881123124593332423,9.708867883718838e+16,,Lorraine,-9,Smith,108,-7,-9,1,5,1,3,17,01111100,-7,"Flat 96
Anderson landing, Kellyberg",DG0X 2EW,250,E00120172,358893511908,5,"Studio 2
Dobson skyway, Port Charlieside",CM77 5UR,716,E00153385,696056217061,4,"Flat 6
Brown forge, West Aaron",L5W 9EP,446,449465060984,1,2,1,1,2050,5443,1,30,3,1909,110,30031909,,,,,,,,,,
30,3165648018594960177,2.372363057636926e+16,,Joan,Chelsea,Robson,688,-7,-7,10,9,1,5,4,10111010,-7,"29 Smith expressway, Glennshire",B0 5XS,630,E00119860,937316966590,3,"Studio 83U
Marion fork, Jeanshire",NE6 9GB,51,E00135488,406671900140,-7,"433 Harper pass, Lake Sallytown",SE0 5XB,60,434051757557,4,2,1,-8,3800,8239,2,18,5,1989,30,18051989,,,,,,,,,,
31,6898281094318833266,2.372363057636926e+16,,Hayley,Andrew,Robson,372,1,-9,6,1,1,1,17,00010010,2,"Studio 7
Walker mills, Newtonfurt",EH5 0GX,690,E00135746,121008543719,-7,"5 Nathan plaza, Port Matthewmouth",WA7 3XB,276,E00165369,390905848547,2,"Flat 7
Neil path, South Katherinehaven",GL15 2PR,608,189046340270,4,1,2,-8,3530,2212,1,3,6,1959,60,03061959,,,,,,,,,,
32,5134609071937110376,6.2558583795459336e+16,,Sylvia,Beth,Scott,612,1,-7,15,2,1,-9,16,11001110,-7,"48 Jenkins mountains, Chapmanland",L8B 5WR,630,E00135503,89761667273,3,"75 Smith garden, Port Joanton",WN31 4BA,336,E00165647,301189699468,-7,"121 Craig lakes, West Jenna",MK5R 7UL,984,582386363435,4,-9,-9,-8,4100,9249,1,3,12,2012,7,03122012,,,,,,,,,,
33,7038661190762143725,6.2558583795459336e+16,,Neil,Martyn,Lloyd,404,-7,-7,6,5,1,4,12,10111110,-7,"32 Rose burg, Port Shanechester",EH1 3BS,616,E00142017,93766746282,1,"59 Lauren plaza, New Leon",WR02 0LW,212,E00135839,814946804206,3,"Studio 47
James pass, Baxtermouth",N08 7PJ,578,66814103555,5,1,-7,3,8510,5235,1,21,5,2011,8,21052011,,,,,,,,,,
34,3652913028435605733,2.49251721073805e+16,,Mohammed,Douglas,Hughes,795,1,2,3,9,1,2,3,11010101,1,"447 Bradley garden, Carolinemouth",LN5 4HJ,148,E00165391,840536690954,3,"488 Harriet trail, Howardland",WA12 8TB,458,E00165447,197594719776,2,"Flat 3
Kenneth lane, East Judith",NN8 0YS,600,154917689778,-9,1,-9,2,2590,5232,4,21,8,1915,104,21081915,,,,,,,,,,
35,2451844293500401046,2.49251721073805e+16,,Eleanor,-9,Hughes,984,1,1,3,1,1,-9,2,11111110,-9,"9 Trevor via, Greenhaven",TF3 4DY,268,E00170134,122105549288,3,"Studio 7
Smith street, North Iain",OX6N 1FL,242,E00164487,337872761622,1,"14 Marshall squares, Wilsonfurt",HA4 9WJ,710,62703623248,-9,2,3,2,8623,2231,3,19,12,1968,51,19121968,,,,,,,,,,
36,4026394559716865281,9.90528217046466e+16,,Malcolm,-9,Norman,584,-7,2,3,5,1,5,17,10101010,3,"Flat 99
Kerr union, North Donna",FK79 2YY,136,E00142221,779126063625,-7,"Flat 55r
Hayes hill, Gordonport",CA4 5DW,28,E00165515,442876297368,1,"Flat 5
Watson islands, Gillborough",W3 7UZ,984,881206485371,7,-7,1,-8,4700,3233,4,27,12,1937,82,27121937,,,,,,,,,,
37,4693497617381082320,9.90528217046466e+16,,Denis,Frederick,Norman,218,-9,-9,6,4,1,1,16,00110000,3,"76 Roger crossroad, Port Bethanhaven",N8 7YN,430,E00141235,170091008492,-9,"0 Roberts inlet, Wattsstad",S12 3ZD,903,E00164405,850194325949,-9,"Flat 06i
Marsh plaza, South Bruceland",SE3R 7SZ,334,830921351388,7,-7,3,2,2830,1255,4,24,4,1927,92,24041927,,,,,,,,,,
38,6823499850208283690,4.687352663235087e+16,,Linda,-9,Butler,422,1,-9,15,-7,1,4,14,00110011,-9,"Studio 81s
Dawn roads, Julianstad",L8 9ZB,56,E00119826,892962570107,5,"Flat 3
Julie turnpike, East Michelle",E64 9YX,266,E00165363,522289523089,-7,"Flat 81q
Wood islands, Bethborough",EN6 8UQ,12,68537895666,7,1,3,1,3290,8215,2,18,6,1940,79,18061940,,,,,,,,,,
39,3285032531328055280,8.513052503985122e+16,,Philip,Stuart,Faulkner,332,2,-9,10,3,1,4,10,01010111,-9,"Studio 75H
Beth keys, East Maryview",N68 6NJ,973,E00119907,640300175457,-7,"602 Gibbs vista, Lake Vincent",E3 0EA,756,E00135462,340804885228,-9,"2 Denis drive, Staceyfort",CW7 4FX,152,653388872137,1,-7,-9,-8,7490,3563,2,6,7,1950,69,06071950,,,,,,,,,,
40,7482470593148796823,3.672373448274838e+16,,Iain,Stewart,Ross,548,1,-7,15,4,1,3,9,00110000,1,"788 Victor keys, Jeanside",SS5E 7SZ,392,E00153476,110759132777,5,"Flat 47
Mathew mountains, Alanmouth",CA10 1GG,548,E00164532,372210151899,-7,"Flat 40r
Leon alley, Heatherstad",CH52 8TS,643,414882014361,2,2,2,2,8423,5250,1,14,2,1972,47,14021972,,,,,,,,,,
41,4360069001801500598,6.405497373107905e+16,,Yvonne,Luke,Foster,450,-7,-9,13,2,1,3,15,01111110,2,"Studio 50I
Thomas fall, Lake Guy",SE25 2TG,974,E00141235,56908330480,-7,"Flat 15
Jodie walk, East Jacobfort",N0 0GA,16,E00153422,607184732581,1,"Flat 27l
Katherine circle, Port Robertmouth",DL6 2PD,90,136799716531,4,1,2,3,2910,6141,2,25,11,1992,27,25111992,,,,,,,,,,
42,5034972214515169867,6.405497373107905e+16,,Harriet,-9,Foster,716,-7,-9,-9,5,1,4,16,10101001,1,"Flat 6
Valerie walk, East Leonardborough",G2G 2ZD,360,E00135670,150951132355,1,"Flat 71a
Aimee court, East Maureenville",NP05 7YW,760,E00135749,518959874397,-9,"45 Jill village, East Vincent",GL55 5FU,744,776353311207,7,-9,-9,1,3100,1135,3,20,9,1947,72,20091947,,,,,,,,,,
43,8701175318147835437,3.783401604714102e+16,,Brandon,-9,Hodgson,876,-7,1,8,2,1,1,1,01100100,2,"Studio 41
Howard circle, Katyton",CB0 1QP,156,E00119998,674316584253,3,"37 Annette forge, Port Brianview",IP99 6FG,480,E00165482,203652607135,-9,"799 Moss skyway, East Susan",SS94 7NF,428,74563225376,-9,-9,-7,1,7320,5112,3,30,4,1948,71,30041948,,,,,,,,,,
44,7892778996219459893,4.156937152165476e+16,,Laura,-9,Price,616,-9,2,2,8,1,2,1,11011000,-7,"53 Walsh light, Thomasville",G5 7UF,913,E00153570,48110466984,-9,"4 Johnson centers, Lynnchester",SP3V 1BA,466,E00164402,343777368334,3,"Studio 75g
Lynch well, Davischester",CH73 3GE,882,600502596590,7,-7,1,2,2010,4133,1,19,5,1940,79,19051940,,,,,,,,,,
45,7048054365898732711,4.156937152165476e+16,,Garry,-9,Price,498,-9,-7,11,6,1,3,5,11110101,-9,"5 Bethany brooks, West Mark",IG73 6ET,148,E00165471,353449035452,1,"Studio 38L
Lee drive, Suttonland",G92 1JJ,971,E00164009,324961173652,3,"527 Dennis throughway, Thorntonstad",M8U 2SZ,652,788567255357,6,2,-7,3,2890,1211,3,17,6,1965,54,17061965,,,,,,,,,,
46,3532326235851735747,4.156937152165476e+16,,Gregory,Beth,Price,474,1,-7,10,7,1,1,4,10000111,-9,"Flat 20
Damian via, South Gavin",HS07 9SJ,912,E00119942,743688354108,4,"Flat 6
Watts freeway, Daviesfurt",TQ3 2FX,986,E00165610,839425327436,1,"Flat 7
Arnold viaduct, Brownfort",LA01 8DF,974,401705971417,6,-7,3,2,5000,1161,2,26,5,1961,58,26051961,,,,,,,,,,
47,5775357259897198680,4.156937152165476e+16,,Trevor,-9,Hall,951,-9,-9,13,2,1,-9,15,00001010,3,"9 Adam union, South Emilyshire",M67 6GQ,398,E00153577,601574332654,5,"Studio 3
Berry grove, Lake Suzanne",E4 8AJ,887,E00142027,933296207346,2,"Studio 4
Brown glens, Dylanton",L62 7TZ,120,398545891235,3,1,2,2,1040,5443,1,17,6,1985,34,17061985,,,,,,,,,,
48,6109945850296252147,6.636925281287831e+16,,Elliott,Clare,Williams,36,2,1,1,3,1,-9,15,11001011,-9,"Flat 53
Geoffrey drive, Junefurt",M09 4FP,704,E00135447,914303876894,-9,"Studio 3
Mohammed falls, Lake Gemmaport",HD9A 0HW,178,E00141212,145883995708,4,"44 Kim road, Joanburgh",L55 2QR,540,957394219113,-9,1,-9,2,2050,2423,2,21,10,1918,101,21101918,,,,,,,,,,
49,9621434794067748101,6.636925281287831e+16,,Paula,Roger,Williams,398,-9,1,7,2,1,2,9,00001000,1,"8 Jonathan haven, Armstrongview",CA6 0PS,48,E00142121,842719005116,5,"929 Hartley stravenue, Ingrambury",NP31 7HR,28,E00153534,32809217364,4,"Flat 30Z
Julian circles, Lake Jane",E88 6RL,887,529578461757,3,-9,3,-8,2100,9234,1,29,11,1904,115,29111904,,,,,,,,,,
50,5054645073100928473,2.70877163905924e+16,,Rosemary,-9,Clarke,74,2,-9,3,4,1,-9,11,10101010,3,"563 Stuart crest, Tracyville",S8 4XQ,662,E00164114,103684279962,1,"336 Hall circle, Port Timothy",G25 4HH,887,E00165449,950837683362,-7,"Flat 30
Hugh point, West Billy",S7F 5PL,533,991558945484,2,-7,-9,3,9000,2413,4,6,3,1968,51,06031968,,,,,,,,,,
51,5747498682515446250,2.70877163905924e+16,,Judith,-9,Marshall,50,-7,1,1,5,1,2,6,10011110,1,"4 Paul stravenue, Mohammadland",N25 8JW,192,E00164612,291552927358,-7,"25 Harris road, West Mariaberg",S08 7WB,666,E00135586,401163921597,1,"Flat 57e
Daniel shoal, Wrightfurt",TQ7W 5WN,600,622989978517,3,-7,-9,3,2100,5111,4,3,4,1988,31,03041988,,,,,,,,,,
52,6071536543616728318,6.046447321025058e+16,,Tom,-9,Duncan,951,2,1,11,4,1,5,11,00100001,-7,"8 Sean spring, Deanton",HS6M 2BW,772,E00142021,666359626153,5,"728 Alison hill, Ryanborough",B8 6UH,744,E00163849,674015096434,3,"Studio 81u
Lynn streets, Port Karlton",WV59 1YQ,732,814396668382,4,-7,-9,-8,8413,7124,3,5,5,1977,42,05051977,,,,,,,,,,
53,8523954991419264938,6.046447321025058e+16,,Reece,-9,Duncan,116,1,-7,17,3,1,5,15,10010100,1,"823 Nicola grove, Robinsonburgh",LA1H 2HH,981,E00164013,481117672542,3,"Studio 5
Patel road, Port Karl",SM13 5GD,533,E00152629,757687894266,2,"Studio 57
Smith skyway, Lake Annettemouth",S7 7EF,862,852558822963,7,1,2,2,5220,3561,4,12,1,1948,71,12011948,,,,,,,,,,
54,4475595088456166314,4.951767813248901e+16,,Carole,-9,Roberts,854,-7,-9,16,4,1,5,15,00110110,-7,"060 Gill mills, Jacksontown",S3 5ET,64,E00141271,615678421562,-9,"8 Connor stravenue, Bishopfort",IV01 3BR,422,E00142060,627588670509,-9,"Flat 09
Lisa cliff, Taylormouth",S55 5FD,484,899342668835,5,2,3,1,2010,9273,1,21,2,1917,102,21021917,,,,,,,,,,
55,9522484618890004344,4.951767813248901e+16,,Joel,-9,Roberts,800,-7,2,5,7,1,5,8,00000000,1,"9 Malcolm circles, West Philipfurt",SR5P 2PB,388,E00164392,518477104921,1,"813 Fletcher row, Harrisbury",G8 5QP,974,E00135727,605437997984,2,"Flat 41v
Carol mountains, West Adrianton",G0 2NS,740,965855026307,7,-9,2,3,2320,3511,1,19,2,2005,14,19022005,,,,,,,,,,
56,8090236637244722787,4.951767813248901e+16,,Elliot,-9,Roberts,232,1,2,12,1,1,4,15,01001011,-7,"Studio 02Y
Brett lock, Deniseborough",B1C 8UP,581,E00135624,932584287596,5,"Studio 45b
Amanda mews, New Bradley",M8 2GA,36,E00153522,889886348922,1,"Flat 85f
Nicholas coves, Roweshire",E54 8YF,116,803856791884,7,-7,2,1,8532,4112,3,8,7,1907,112,08071907,,,,,,,,,,
57,7220252608676371504,4.951767813248901e+16,,Lauren,Samuel,Kerr,120,-7,-7,15,4,1,4,3,00110011,2,"Flat 87U
Atkinson forks, Lake Bethanyport",W0 6LX,652,E00120053,332128211687,5,"099 Butler ports, North Abdul",N9 8SB,926,E00164101,397944539920,-9,"2 Clarke trail, East Katymouth",DL0 1ZX,426,730411262281,1,-9,3,2,2670,9233,3,6,4,1981,38,06041981,,,,,,,,,,
58,2082969078868926175,4.951767813248901e+16,,Georgina,Marilyn,Wilkins,392,-9,2,6,1,1,2,14,11100011,1,"Flat 0
Declan prairie, New Mathew",HP9A 5QF,234,E00120084,604854978910,5,"Flat 43
Butler brook, Mariaton",S98 5PR,478,E00164502,165513695086,2,"Studio 7
Young valley, Tinaberg",E7C 7TQ,96,574900639822,7,1,2,-8,3800,6139,4,18,10,2001,18,18102001,,,,,,,,,,
